x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,target
-1.371720262052838,-2.0797258390572435,-0.8565633533348561,-1.310344396858317,-0.6120042849570219,-2.1093659672897433,0.10810988968863244,-0.34448968381318246,0.5568341056267277,0.09538200668787802,-0.3566851650769632,0.5427458900974637,-98.67552421107325
-0.933134520334311,0.3434144179965356,0.05981152140494936,1.1223256255809142,1.1498655682956591,0.4605407670549241,0.36418902771218314,0.9482621324005195,1.063619905596617,0.009563202429421071,-0.33685915109967013,-0.5733695763285485,135.01751575478653
0.7048849725996713,-0.04282176133208749,0.43956007899296184,-0.12002180601353589,0.1071569243768856,-0.017738590851446093,0.1672836972707419,-1.0971666397682673,0.28040096602217235,-1.5788504884581318,-0.05657313120742702,-0.44170072235242863,-23.18509434283862
0.019842182389441822,-0.42489153853867845,-0.29090811734434824,0.016133542001438468,-0.8272169758870772,0.1590333504714546,-0.8957942449011382,1.7608132673974826,0.121904158715772,-2.170441306521768,-0.1761896582693431,0.09523333437816574,-194.94648491337753
0.06262957223505866,-0.34270223150806933,-1.1581874635704408,0.7067550142559879,1.0102683940589348,0.040267888856374966,-1.3083510511051577,-0.1950606563446698,0.2938826896362881,0.4056705873933075,-0.4934162651249016,0.6317241372018177,-8.475337535817957
-1.1517084645913964,-2.578232446690136,0.8328299033081205,-0.7084310359221455,0.25778243363752,0.14822608099336482,2.120750109312439,-0.16307507324994708,1.0321017363907814,0.13925684159090987,-0.6401432406710373,0.877750218087617,298.26546315834076
1.430454610131011,0.741333751039673,0.3684516207110207,0.0073346244834024,-1.0719518487449615,0.8231805779468361,0.7691693648562942,0.5418483806790036,-0.5195618995069715,-0.4092275087214914,-0.29675479137481864,1.2084852045761105,160.55302317181255
-0.7433035239322667,0.7791663475289411,-0.6622812694210498,0.5580556397704928,0.6591721656573458,1.3734654512622664,-0.5495767159790368,-0.11836698769346812,-0.44088682283272995,-0.1984689385813285,-0.44049837845425405,0.7982949286418535,-130.095168388079
0.41996232123673316,-1.0580141591176644,0.03542727494800408,1.6060166737755917,0.28950037220035546,0.5567705289508948,0.18644778016470487,-1.977604527487525,-0.058935858332180104,0.4796492618584567,0.9742649101935354,-1.8719238760914363,-78.61584998592136
-0.025183364569225267,-0.8657381382732402,1.4919125174481236,-2.1112044544972006,1.955991966297071,-1.6014594049945767,0.5962874346226847,0.7849364938727491,-1.521181676151704,-1.0838123591799156,0.9918489406925631,0.31095478149895617,27.347461040303955
0.7096794123539962,1.8107577732693376,-0.26273493497872574,0.7390697382195546,1.1519826164329943,0.014238156323984003,0.5152097079684429,-0.26708049571700876,-0.30788560199569287,0.618466224574272,-0.01331837623123423,-0.31969922887535496,159.61477175429528
1.9646366584235049,-1.4799554599604932,1.1783516666328062,-0.8301292797092602,0.5270684971524939,-2.4418436437534514,-1.3543393187166972,1.0619852094556395,-0.9858249032624993,-0.5958710001347373,0.1521052175674683,-0.7863864850529277,37.59453128035436
-0.5200254853361423,0.3177637202629799,0.29887325116693364,-1.0943537362821527,1.2239185289238668,-2.407465381830304,-2.1938508213806602,1.3366369230546997,0.2530543215696005,0.7702744566953093,1.512096060273822,1.8367690297043644,6.580948158394838
0.6223092452176511,-1.0692793518293566,-1.3231164299559761,0.44001289672585264,-0.25954617215583603,1.792913556578045,0.6942536693618822,2.312711382081415,-0.08179112153420663,-0.8924772817660177,-0.11648922524041343,1.065560356414908,114.21325424423608
,0.7339870753603653,0.46816386948737176,-0.3126535367132642,0.43716156648969373,-0.1342460915313902,-0.6622312166378109,0.8247018724755897,0.863634491162923,2.4249250475123443,-0.25372820665772394,0.5725712337265969,119.44509437320404
0.23119699408695452,-0.8833417663541681,0.26333354788448043,-1.141414592030374,-1.2264286769786814,-0.5253758459500217,2.1348228314057818,-1.1265508072285335,0.6872025931004613,0.18771042620922287,1.7654599149519095,-0.9180190701454323,223.89475582645895
,-0.5095827739205048,-0.8985125312862546,-0.4390189116758636,-0.41685395229210764,0.3521656169135976,0.5740825611750484,-0.20918585275492516,-2.3234691259949662,0.41105196351602286,-0.049285712165203416,-0.33018737437134366,-88.87380583743253
0.0222358392965704,-0.36615741369220695,1.7324086588351169,-0.7563564942209743,0.4067292835240405,2.042795401933719,-0.20366704246583045,1.0431786096101852,-0.41166411991070023,-0.5840547937761356,-0.787225575233797,-0.6294343974162805,22.77259589529637
