x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,target
-0.6643597358637743,-0.40908641763093667,0.5334674984267099,-0.24181765700999533,0.2921585853601119,-0.7248080519194,1.207985012047844,1.6081186690319385,-0.23582872110520997,-0.005464567696774114,0.4246441868816832,0.09363019243985876,-0.8803570253789815,-0.5919083860629729,0.2831689660316438,0.06172275152091346,-1.9584670903970465,-0.31877385660334673,0.2298120828854569,0.8991328218719976,0.7830334426245252,0.8966994685442169,91.33598148382016
-0.5407203255983098,1.0479409075342394,-0.20165401497196628,0.016568665767817115,-1.4025512143150323,-0.7958870384229187,1.1336371431496641,-0.5832861097277349,-0.3466848912939941,-0.9485980556088728,0.9893182060345068,1.2444815966318927,0.24794545309770902,0.11378216377247873,1.1370146936129981,0.8121501592956735,-0.8178511929990869,0.537947600456146,-0.20136273480485298,-1.2064626331705184,-0.48270285792153833,0.15088763036642555,-131.9921186166149
,-0.33172431063700863,0.7490296935068792,-0.2642753926118154,0.4439983307349824,-0.001242785858699576,-0.9696123066743759,0.3552485172389176,-0.4744144834568239,-0.36874595020747936,1.5425522083858194,-0.5226250427846976,-0.24605582809085924,-0.017310116884846582,-2.2484465559446725,-1.586506136349758,-0.7785325498510064,1.0556634096161768,0.9942331770265331,-0.42889199820765406,0.687473885777747,2.0037852319188647,95.93851976685717
-0.470855912250434,-1.5059406079809592,1.4091129965104345,-1.1223239022856184,-0.4463920962691518,2.0812417624862882,1.4458215987524121,0.1371564190781943,-1.1519854485383954,0.41349496920421325,-0.4968169365623412,0.4625448253596637,0.5522602422093348,0.6107985560711474,1.2090803745633925,-0.8714344342704476,0.2282468550673844,0.27884220455506586,-0.387750545726466,1.1160776836791402,0.258414070539122,2.318186213915294,-64.33004858628559
0.055511892728244534,1.344511210872945,0.5467559400286381,-0.3287596698161419,0.5282711349163163,0.48234560186439723,1.835543455828141,0.8249497076066583,-0.42753266214403024,1.5854465186681872,0.19591710300036116,-0.3735680995632935,-0.14124984746731786,0.39905401096304327,0.0846062396633492,-0.1791542000740115,-0.04542836268569975,0.33827021274820995,0.2393372022135167,-0.5964316486351925,-0.7996573644106143,-0.4950993173788897,-37.1451423505042
,-0.23788057167619314,-0.20204772777635147,-1.566238092304932,-1.1993748277731964,-0.45722350669515543,0.441030268556827,0.3973633896786818,2.6958272623171022,0.8294201095550469,0.3906104393467158,-1.2412056155028814,2.033807965541928,-1.9709485055245966,-1.1584003961641007,0.07193830971446523,-0.9856289477110707,0.0322239197744976,0.4134774563222516,-0.45920833621776047,-1.5437493843159042,-0.05383856919713242,-189.97098908015425
-1.5679636086692528,0.2787971926230976,0.06376048509270696,-2.4349702730162077,0.041078505848444816,0.13238146081218355,-0.6645937787862984,-0.22789452897310536,-0.8607107810652055,-0.6819607870170733,0.06667825681942974,0.190698643389574,0.11208603533870434,0.8272640646442662,0.6949939692760407,1.256309578830057,-1.6856538583120022,-0.5456113562503959,-1.0501056069355683,-0.8672449229413405,1.3592795768641652,0.6936058098242184,-89.22580901861474
0.5202386645038879,-2.2313165073749683,-0.08700906584662348,-1.8050319364990721,0.8173428998630791,0.6909450505887328,0.023873810943099382,-0.815403913031567,-1.0353472929391256,1.1028151896351288,0.23897258152915168,1.405262821451106,0.548395494823386,-2.027624565414463,1.1200209548890885,-0.32517209322898255,-1.858350383130974,-1.966222133597787,-0.19124649609700164,-1.2454362298384558,-1.0282361720570925,0.09069982755268428,-112.45724815525392
0.7159890614796114,-0.05209471201915252,-0.04376690351401149,0.5434337907964348,1.2913280990496832,0.4871245957282689,1.0461168899227682,2.681088449560886,-1.138257337658015,1.3723780875755396,0.8762511783171297,1.0759842846809249,-1.2850978244047773,-0.19562671071513996,0.9092501821482619,0.8589222511040988,-1.8272822908346866,-1.716667930722003,0.05665072268163671,-1.0226462834862131,-1.6108803945709305,-0.5023923571923229,97.12762294812089
,-1.528944787090194,-1.09210991040178,-0.7127630980900564,1.7155865625109648,1.3101393092664566,0.3040272020922983,-2.054212134734864,-0.5183973195172108,0.7009474002605262,-0.8711169232524412,-2.1239414338226923,-0.6796860645035181,0.9403722256111365,0.08268523088258427,0.45520853612316525,0.04667138342372807,-0.841887732151704,0.11151996499941029,-1.0609404766599564,-1.646032655660397,-0.271163600354178,-272.7875666966965
