f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,region,target
-0.5850718393231438,3.853255852614975,0.34734250846226167,-0.7150959718838386,2.4980633913272725,0.162794980545344,-1.3130070631713815,-0.66697859039736,3.4158669494974925,4.395420977712769,-0.3810417700776092,-4.833796615879831,-0.9416547309223845,-0.017288997377207165,-11.00174022526405,-0.6546834551839813,5.03054460966951,-1.8171395460579465,-1.4277292040813907,-2.438245484944008,3.3792191048292586,4.4992413257953405,-0.7516802661646933,6.48861565696057,4.285951832667353,1.0605941745432637,1.5407009282143194,-1.0700726513741852,2.4297498876116803,-1.576469019868901,North,A
-1.890792546702229,-0.11385391448567583,-0.9564711047446451,0.3997897101404639,-0.09927744415674833,-0.5100442803291613,1.3088626323229147,2.5100388412007746,5.646411771093036,4.555539521001088,-0.61475902762173,0.4496410039194818,2.099083673376434,1.8528987412257751,-4.0306059065815205,-2.511971679756531,-2.907833448888265,3.6107725478165182,3.0665992985813393,3.5692238541195893,3.995631639904548,-1.6102555332180148,-3.259758670459036,14.062523855989625,-2.7188690908174875,-0.5794622778253132,-0.3110403763440188,1.3351359964786909,-1.420488701102406,1.1597547594493953,West,B
,1.2092342698217076,-0.5536330605007331,0.538062814606358,1.469819534074532,-0.2750472705703935,0.16521005594517243,1.2669547437275597,-0.7765048942766324,-2.4986504771160787,-0.2270064601490803,0.4458000958555315,0.1890541708008032,0.010302391840183023,-5.541654311113645,4.260838747081175,0.6900796135521272,-0.0954680053911452,-0.5608730017866927,3.7802135310913023,-1.5373646967028853,-5.276410574961014,0.92973453624941,4.416893254742083,1.7539310618918869,-1.2075344618951986,-0.13462291891425437,2.8263699514313307,1.9715289513294127,1.2538356401719057,West,B
1.1294128189375492,-1.269992540809325,-0.6857624975198435,-0.9704307635569106,-2.6391826427139953,0.7544725177370835,-0.4334247244481859,1.0633134457254263,-5.046283973527801,-2.9771797512173337,0.32441266083030545,-7.951622411439664,-0.46814028550856523,-1.5724907242521846,-1.3149852107461943,-2.4339110504963273,-0.3517020638061421,1.413237774237591,-1.9670717623347986,0.018906735963535315,-0.16123157631748541,2.6558139276663395,1.3882084337473477,-2.166911190530661,1.0148664393180626,-0.5096326558879345,-0.6993326885104569,1.8984710019723536,0.5266377340806295,-2.4766386771835327,East,A
-0.5508412360429413,-3.9223469052102957,0.7857428591102024,-0.21994514394915307,2.977803196004094,-0.15907417385130032,-0.6424998047084329,-0.7991359003820866,-3.077999073074788,-5.548946733842669,0.7197581626363619,0.6639339947562424,-0.8275358601758943,-0.026122848618954968,6.62570375293296,2.6471242017702457,0.5980344326404026,-0.7284283566878063,0.2592177098503965,2.5901940731039255,-1.242917187518442,-1.7995698074075124,-2.2826038724970625,0.5209329558635414,-3.8278592053976084,-0.9259498357027707,-2.218696355420033,1.511715872704034,0.6550792796989298,-0.9846910100808339,East,B
-1.522061338397727,0.6381416224523986,-0.34596538520037207,1.0125340160632244,1.496028933269196,-2.910836076920296,0.13066347247017382,1.2667385136612737,3.2760554271637057,0.9451463258257432,0.2546101610255243,0.15085196373616672,0.1819358292407098,-1.3377571893994444,9.170344612373917,-1.321790694080701,0.2624090985855406,-3.541129780920502,2.796188999414594,-1.5558142463996216,-1.6444131327430838,3.682888136992923,1.946882074610047,8.121053597869047,-2.300595533357647,-1.9258582429212079,4.031648252832614,-1.026912825224351,1.970746976003487,-1.0471181782202226,East,A
-1.2545600820681777,-3.133536216734342,-0.03918702075101654,-1.1588140214143121,0.2817468442956521,0.5623529137228302,-0.9756468137461776,0.48680000203114915,-1.5523430120455783,-2.06842611914665,0.14008954542615829,2.4229869630729013,-0.5000981630877018,0.2558874823262223,19.65376931303822,-2.61780706179509,3.892488827335141,-0.8341482601902683,5.397939342363472,-2.352114213850154,-6.077655653379358,0.8242758300521111,1.8655173485556173,-2.9415602054649925,-1.8809205679698109,1.6534979115506607,3.994414261287319,-2.583267928558747,-2.7668773261267834,-1.5496246602729427,West,A
0.1810443574330245,-0.21142360102026336,0.7536736733085176,-0.29007566745481517,1.900064570966536,-0.856720003908659,0.6501259768485537,0.17823751303436297,-0.5456276330815122,-1.120222724451815,-0.013487317381401262,-0.8844906059598,-0.7753246128578923,-0.5734677700625136,2.922889642137247,1.2846810774128516,7.401796521435221,-0.036467083810344025,0.06264752066185775,-5.28091232146032,-3.2196231450299546,-1.336149927390573,3.824570396587106,-7.291917412347885,2.8396090435322536,1.042246347099411,1.3868954337933255,1.1370870322557503,-3.7881361024254847,-0.818327981127114,North,A
0.12145479297682393,-1.5308535463422333,-1.305244210885302,1.068182440778365,1.0890883387268042,-0.6681933439494793,0.6295666324698411,-2.956100766426358,-1.3540434429540311,3.779224575351816,-0.8164958825846508,-2.418887134782981,-0.9029070230185776,1.8137458253774852,-2.420861483022529,-2.113884807098229,3.6424321277720333,0.48287826228134856,-0.15854307582544347,-1.7860420429811648,1.1472842643000112,2.2397494422477777,-2.3510005678486796,-3.6128187984608564,2.0541641279454126,-0.6810394717155912,-0.5715058037168943,-4.535060983186285,0.6508220565725672,-1.6209125542568161,South,A
-3.2559844338520945,-3.8368447459385044,-0.9161032185141404,0.802413129973301,1.4018522623082448,-0.5102042079572375,0.4714675809093418,-0.13771539457805915,-0.03778924488870272,-1.3408031233224773,-0.4963885272148074,-1.990213869481393,-1.6321822586024632,-0.5363568795982724,-0.2968498035842293,2.7157417854784995,-2.221885554851956,-0.16678483082947504,5.936843973004864,0.40441361304427903,1.8534077634013624,-1.7832999114371249,-1.9968805548560686,8.09015298634092,-1.7593551350580996,0.2598989010423101,-1.7835474621393284,2.400611998030588,1.7148311548568653,-0.1760100923528678,East,B
0.4113875174837349,-1.1926009579463426,0.010169608368134773,0.4691784670402844,-4.137491719007863,1.5291753373330506,-1.0822549295982995,-3.125747561952387,-1.3633796811349606,-1.6464153185856434,-0.7181477550689718,-2.385400515852228,-0.014918905806915435,0.5265166670862197,1.8046950781378706,-3.355014130772866,-1.2608627649217392,-5.742806223914871,3.0246679565726806,-1.785937994482336,-2.3931615607460546,-0.01118700676998885,2.493438851352404,-3.0244502406730294,1.3186093406055444,0.9181248369733036,3.080492908007886,1.5667832766922096,0.17255823159360062,-3.5074466968674147,North,A
