f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,target
-6.407381026026604,0.3040943271378514,-3.2241738075666566,-1.5680720738630813,-0.4859989365369388,1.3259108891046893,-1.5577117165384848,0.6620436841616373,0.16954695867870795,-0.16902069801321842,1.4804649663509866,-2.1382251044992087,-0.49183639540582613,6.578736047279986,0.9987491987650673,6.823728535294779,0.5327966835235485,-1.0881097199635095,-0.5637538531431389,1.5465149232085489,-1.4365431187422315,-2.3870348670535795,-1.4218815971778893,-5.694036624240395,-1.3119362461792798,A
2.1379296929916918,1.2503032959158247,0.6747154087578677,0.016845547790497465,-1.7360942877201557,0.7603923391920493,7.1515689468211185,3.2240849738251285,0.8101390742688052,0.12370131164920344,0.808685185387279,3.6576969905069214,0.28785282469321977,7.888195065645792,-1.081215559390143,-0.5244384716656452,2.6284114596035053,-3.6421829771231886,1.183972527087293,1.6184069300374622,-1.4180835597370223,-2.1937362662801894,-0.644182660149681,0.1581336310689759,-2.996849506123793,B
-2.147399132893952,-0.07406980645602018,0.6994484440344377,-0.36981147639382067,-4.2074310093788885,-3.5370058892384506,-0.9203944185272821,-1.5812863929300307,1.0731823530198354,-0.534792751380542,0.17031254970457166,0.8853210802040075,0.15634430622011902,-2.0717471361667825,-1.0310302067679595,1.8396396818263383,-1.6964325077933893,6.620434818523635,-0.6526000485180842,-4.790930347719398,2.8224110660065076,4.920401450651401,-1.295617961280398,9.23933296738252,3.804730328095558,A
-4.99882929282689,-0.4461086308118886,0.34560756463070597,-2.5442236291369538,-0.19994683923906187,-2.4041035509863,-1.3287534387020439,3.1085609721320053,-0.6880124791545575,-0.35314831373924804,0.7724297844033614,-0.37624166456987473,-0.026212676483349143,-1.122547756502056,-0.4371980071641104,3.568861015978314,1.1639518146196615,0.5891606400608294,0.5316746302658991,0.20870968770993126,0.34615849239700136,-0.6551855874474717,0.18287701641433568,4.055154531514612,1.8846065666613496,A
-2.769725331504128,0.05748148392994192,1.1203210267151096,0.21613440352018298,-1.243570973920547,-1.9836557004799786,2.0367547240398585,1.411620487129228,-2.224186459580011,-0.16150690370406642,0.7505370444333302,1.6438328633093637,-1.3449114620577132,5.515865699787244,-3.9670343271469406,0.6706351761696523,2.3221163261381736,-1.5010886013690259,-0.6024182895701564,4.407196487725229,3.338149633319958,-0.5403160097749202,0.38133467178704583,6.824361500034777,-0.1561928597749378,B
-1.8573825270576787,-1.246210835612077,-2.433490815172015,-1.2441856906587745,-0.7223441083288467,-1.8042866889907154,0.9098791861052076,-0.5303869116758348,-2.0464231678376503,-0.33856212825972193,1.4014318552511704,-0.36354455851717127,1.4278363329808645,-8.34789836027734,3.049081429520517,-0.11785121130802101,2.3919245378984315,3.141517105980441,0.45832587156040044,-0.36000386292306086,-2.039774207384834,-0.21231807083757048,0.08047568591664568,-3.309979493992278,2.6766063006222343,A
-1.8826209967221281,0.5534805178662945,1.7340602597736927,-1.024146924715043,-2.0054957790655292,-4.402468396437223,-0.8235221862500668,3.5722665915992904,1.015734835025499,0.14338573408497643,-0.7769532350507171,0.005054247511339316,-0.18983047882663892,-5.269827762336585,1.735776311742221,1.9267200418970098,-0.433803428395767,3.5705048718078967,0.6363366263318996,0.12804851696406727,0.4884382296052997,1.9638410986507682,-2.458026386166303,5.5058314976939275,0.22769087475758265,A
-0.5530418144679768,1.3485680963969542,3.050833646489123,-1.8036511823757109,-3.0150697312803736,0.6907502803851202,3.3198378731947114,1.592653829964871,0.5948202669481114,-1.2010621843046239,0.11534035453884954,-0.5682843188771024,1.1545822391556175,4.580184407790532,2.7187526142171725,-0.7672665183468989,0.8902285236605881,-2.906481514816998,-0.007692309957942315,-0.6372310536047998,-2.9311101063636515,-3.239977522352173,1.0443839627284015,1.8496652321490772,0.4135212581111337,B
-4.0624696027013,-0.8683757803649401,1.369197894508103,1.3475271912096503,3.4745270508491473,0.3477436215163423,0.53715802489993,0.3306236545468275,0.6199140549758686,0.052171190001709535,0.14961100981139605,1.990833128944852,0.4147130617197905,0.4521481483218788,-0.3517725591939558,1.9804769632190673,-3.3448346281264345,4.048250397816113,-1.1918806548838892,-0.9524309424253145,2.6334131770955977,2.888735676362032,0.6748023331739698,6.8300003595438294,4.253329440757598,A
-1.5132061844188782,-1.3807458687151861,-1.0757773271476416,0.19495485104907023,0.1814935514954108,-2.071154327936253,1.5605296523276242,-1.6950833330133706,0.062236771560379045,1.3347051322410928,-0.5334400629107956,0.7986642231264429,1.3156338546824982,-2.0261958601774994,0.8551139000213057,0.7312269793439001,0.898742451875677,1.9606723713199277,-0.6055799727560004,-1.467651857603174,1.9061994061482854,-0.3886396740822966,-0.24829932089340598,0.02792356639309788,2.854739974435096,A
,-0.26085119239245047,2.22958197925704,1.1186316426778282,4.353688378403117,-0.520433074842193,-1.897595878752338,-1.9799520371061594,1.432412305882499,-0.2716843690532537,-0.6874898440710366,-4.63523254747666,0.5778894187055545,-6.2641962347190905,1.6514516552203882,-3.494762376553335,-1.1189515223402164,-0.16734829255537464,2.020802388952641,0.7858675651602417,1.149844090147842,0.09546478075770426,-0.5404470346821356,-2.7841538268435144,0.4222312436724581,B
-3.8514730361893967,-0.7615477820258625,1.6866656856505866,-2.409586390141811,2.5139382305728475,-0.02229799901318641,1.722053426177711,1.5683676188531566,-0.687102281640671,0.21918700154830648,0.7532630976780018,-0.8434987333009809,-0.6633183194159428,-1.7115466128611851,-3.938140017292098,-2.221947588239005,3.0382392105579332,0.10059447415248601,-0.4821859181977997,2.4106315665753564,1.4933889071743647,1.6833387350859002,0.8185824872952885,5.098241929592184,2.1816906938426817,B
-1.3740873469747938,-0.26945859992531745,3.231474293409538,1.8428968518868958,0.15964147318717115,-1.386723222188567,0.44924413323184,0.2656099094520846,1.0858932550686864,0.26107690028319047,0.4885867816076042,2.0247980949683373,-1.087951245738599,1.0431616559051653,-1.6084570590569354,0.1602743337620547,1.3026632001376743,0.4017217748722679,-1.353692215881963,3.7069393650997187,2.27578652590525,0.3273849211622031,1.0102661600062899,6.0888433463582485,2.233007592070363,B
0.2280104562703158,-1.1545877505608255,2.2793035334536236,2.5864182901531274,-0.8316304789271625,0.0582630765287111,4.438685294488096,0.2633213353552091,0.041644961517549484,-1.4778517986855289,0.35920525092740274,3.309477246199479,0.018209225476243374,3.9879915018780587,1.3066283180685612,0.2534187638283636,-1.4071627472462898,0.13615585417365006,0.9374503948273797,1.83354969139722,0.745565099644171,-0.21262917870208498,-0.512310079591188,6.8904738918406725,3.53474125730913,B
1.0675690211163293,0.14008954542615829,-3.9530126033480655,0.37354010238102875,1.1784782010386645,-1.811802755449623,1.5893014814924697,0.5135698011495452,-0.9756468137461776,0.004732485632645278,0.48790273777538296,1.1256143229894073,-0.39497914255666466,-6.7549847795370255,4.7103918405414325,0.9891233266331204,-1.318644194852964,1.3814667273311287,-0.21961577814898187,-1.3593766235668134,-0.874239322531309,2.2838342579379605,-0.9599946094776602,-2.1689403052699374,2.372414239492846,A
-3.0260814499473594,0.291226025509456,5.70813049022388,0.8976783818878081,1.3258248660374439,-0.8486162999270004,2.1711306796317382,-0.9926265028093564,0.2913332573842779,0.10492640460420227,-0.9948904163038866,1.997802457847612,-1.2108824046326427,6.008610586504966,-4.880258056391071,0.4792437257238248,-6.6269056447821235,5.388452467087948,-0.4772848557461142,-2.40836279256122,5.718474694776757,6.081469863721352,0.602542472371717,17.556374145527204,4.550451501965288,A
,0.33285017778290826,-0.051070789805347405,0.9932911415604946,-4.9920736490686615,-2.5030279990513926,-1.1027797622542557,4.188042052564313,-1.2636883809888364,1.15961747503017,-0.49141455545738655,-2.5991146078847263,2.1203520534767852,-3.662235581930129,0.7316956238684431,3.9419649393235594,2.6986124462010195,1.2731285415684341,0.04168545444279082,2.8198292905700257,-2.4193846504919185,0.7686005173033359,0.31052210877539976,0.9663194932526941,-0.9362505656784181,A
-1.0526631360069638,-1.1576896269933232,1.0274364518568762,0.4813000957131925,-0.8599627934206824,-1.8367008541457144,2.5620758174270923,-0.5639862993907165,0.7809172537640613,-0.3522978664836265,-0.06923146597332626,-3.1886180481404223,0.2653637407936284,-5.03647792448382,-0.769924977183178,-4.019246373249616,-3.482171443390652,4.260130999044674,0.6310169866316917,-2.3489190219677827,0.5433306793515102,0.899278417403021,-0.9601925604271895,6.521104770991851,1.3004765603103727,A
-1.3878197656738491,0.20892847752615176,2.3491709236742944,2.116807270532586,-0.8693795704913174,2.4399218930827518,0.06531659693540248,2.3517337818352715,-1.8683985661390807,-0.2622695669411927,0.2008998569215236,1.01421875608185,0.3233212470421781,1.2637885769164194,3.726041468045431,0.23568129117425407,0.8950527418982974,0.08494329885540997,-0.4710085428096335,0.38318960813499103,1.2543505056590387,-2.654697780824484,-0.17454396454890916,4.827131467478451,3.998564595916239,B
0.5182650563485476,-1.195805387380966,0.020314431395961563,-2.564751661229019,1.7150838970377915,-0.28103341304363894,1.0261692209922137,-0.00954726152700447,-0.8544527440542486,-0.01121302082289828,1.0914370876780308,-0.5017361917001208,0.37850740174485975,-5.969078165595157,0.056845850954479915,-4.222596657934275,0.8856305449695457,0.20590056007471835,-0.6633422946612159,2.3235522539252425,-0.06087426939406204,2.223147856094039,0.926732722048177,1.805613322713409,1.3425145581087794,B
-5.210880609169579,0.43751059251530205,0.2280368122353721,0.036713014791986125,3.718253344101645,4.242563265535004,1.3114383747662122,2.7429842430213522,0.6078789627347772,1.5400905432842027,1.4384016185456363,-4.590121297278246,0.6013255219641727,4.0375012583107575,1.7231126396948366,-0.9661753400792966,0.5190616721951422,-3.897749937850114,0.5348107477056163,-0.8582029524740318,1.3859854760496173,-2.338837033104894,0.5738382124019583,0.7721658345955639,1.9301276194883341,B
