f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,region,target
-0.8380017593296014,2.1168260197415067,-4.213523039787905,0.6723893376113824,0.166655817359844,-3.96362248327288,-1.267067177785445,-0.8607291633953384,1.9426961237325195,-1.167136111935028,-1.7523770951409967,0.5218363948573541,East,D
-0.09266587483027189,2.451860723927399,-7.065330305259957,-1.8207602778020162,-0.7057734830953651,-2.409109438528173,-3.6269300675392433,-0.7135846699071758,-0.10856358401634125,-0.9949345649107771,0.08451847581532725,-2.416932303136605,South,C
-0.4430460320353852,3.8340476138377237,-2.848152478942282,0.04435879751560705,-1.745707432859652,-3.2450498145288527,-2.057834712818999,-0.46458107811561833,-1.6143351989054961,0.4259733246794426,-0.19692180799688955,0.8004690488948114,West,A
2.3616215234011326,0.6372242102907153,2.9809544453473773,1.1718101432738448,1.4980976334877842,0.5546022817528602,1.6830531265153854,-0.7780947858327143,-0.970793691911569,0.49662344357118227,1.530334564354411,0.84839044351795,South,D
1.4518438541041019,-2.1386246465550327,-2.935794205704715,0.961987189071841,-0.23701197001262772,0.6079897353382178,-3.272362074668402,0.4486357645145273,2.1551618958930496,-1.599385918534229,1.4621959387176369,2.1677456169901896,South,A
0.2889610583293468,2.4236406832217146,-0.5532885403742732,-0.6075687917795559,1.5681824295273261,-1.6474232343902337,-1.4264340908899427,-1.742947530486665,-0.7760244739352292,0.9594766228030253,0.7605061195841426,1.5926715968806986,North,D
0.46613704592276706,-1.1635298279829231,-0.362657696619157,0.6276062975618311,-0.2795074632965335,0.4262373774582674,-1.7954092515557514,-0.8744356483399182,-0.08611602246742689,-0.6810812262503632,1.3204140097838342,2.705584965231913,North,B
,2.662711308635645,1.3793172554932238,-1.5428032182428997,-0.16063111952549436,-2.14765295395952,1.6029776725238056,-0.7119732272589228,0.05616887702353701,2.512533204248215,0.9863765059059371,-1.2508000649957256,East,A
0.7545569127287459,4.605141696152967,-6.04971697288495,2.492183998600687,-0.27512142825504665,-2.5292563851424332,-5.517741902092822,0.3992281929393271,-1.4955813168517906,1.1749921569402058,0.24945094593007222,-0.47814048356094196,West,D
2.736625553426279,3.4612886779525747,3.018662823926013,-1.2276799644560572,-0.5912780093697056,-1.070714066156089,1.367483125603567,1.4444121950550874,-1.8242185640300403,1.7296399828408417,-1.9046746934654637,1.2542484470319717,North,D
0.2702472613462841,6.1802283122017085,-6.737751374969588,-0.2563406783724922,-0.5380477584901385,-5.03087717849138,-2.3344529936983616,-1.1260539609110503,-2.553110060125421,-0.5448668610749114,-0.8568518651277993,-2.5606740388385036,North,A
-1.594911013874668,-0.6124611479318343,-0.7413539823711769,0.23384802578959837,1.0354434164169448,-0.5033637389464791,-1.8647682120030855,-1.0916251721591026,0.28095237879224455,-0.09590955584209171,0.20953423026279433,2.4663515617242746,South,A
1.1624416741612553,3.474592181204414,-5.63847592481199,0.9737262308523678,0.2987977803217619,-2.712237622745117,-2.2715361495302657,-2.085792438905004,0.4948243249312867,-0.28851428052556827,-0.3432059268430377,-2.750659226225119,North,D
0.5860267382862034,1.7460657394446353,-1.5095119278660676,0.2431346551384891,-0.47020333878531134,-1.948396183807537,-0.855568591126388,-0.5653929702854015,0.27995912564031933,-0.19649730732716963,-0.9214510234289213,0.9509343290966019,South,D
1.7448524866856907,-0.4209159629390605,-1.2829294749695286,0.7564883543160984,-1.9140600705874673,0.02554889671003513,-1.6912702142245595,-0.4194347526585506,-1.0443496081343904,-1.4199240351815987,1.4273053642892164,2.0638929416181284,North,B
0.1251334864694058,3.2317554167998686,-0.04262056016507249,-0.02230028371805305,-0.6888855425754056,-1.6449842462070823,-0.915579546848397,-0.2215132629521239,2.270660928716876,2.9921321482772916,0.5169465157483709,-0.28424298028461337,South,A
-2.294784361742561,-1.5136531381129184,-1.9364561941761673,-0.635409880228737,-0.041292687007282836,-0.9412962752236789,-0.2237778115087049,1.7311696317672995,-0.24770567742705796,-2.182357633986262,-0.917976104610736,0.6887927532471467,North,C
0.6485670647124209,0.05005195158057092,2.6750157696110315,1.0409541737977894,-1.265258409085215,-0.25286464044449597,1.1963685564206314,-0.7267419048820193,-0.1553999423815836,0.20063873026964463,0.5342078623746747,2.4308695247534535,East,D
,-1.2545827334516637,4.600826588712545,0.16429476537056906,2.196223142152799,0.6156699545947941,0.8442858956466162,-1.5431182279428703,1.7102554120181965,2.411036308371596,0.025210867540082116,3.165640056892694,South,A
-1.2079279957566431,1.083040970427154,-4.277945323657548,0.6087355891244169,-0.5571305725722312,-2.0119419919760855,-0.9639244413464874,-2.2494324542007638,0.249002550893634,-1.2559877995028708,2.571995317494969,-2.063400734246616,East,C
,0.5953065435003639,-2.310465144001169,0.1799143695464168,0.8378305352294807,-2.3831240784349017,-0.12629337622514625,1.2025765052252275,0.7260827854589815,-1.4672068987770561,-1.397805478424297,0.5142698911657715,South,C
