f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,target
,1.2928997870089698,-0.17706347216220136,0.4804241999696628,2.315183140398176,-0.8233469362880002,-0.026330835469702555,1.114961495024876,0.8324996009494672,1.2937187301568196,-0.6742860432185861,-0.12762056842675376,-0.03675974724082032,-1.3402009909332389,-2.2170523917134606,C
1.0187599095487432,-4.127466078582477,-0.3295466613209681,-2.3437923903448716,1.006354323264468,0.8533934388588761,1.6526150609705634,-0.7128119780383924,1.7621740301695774,-0.9204357977178435,-1.6745763197880554,-0.20383461382920437,1.2724040385111097,2.563548797369731,-1.1771122438872184,A
0.3279219111081275,-3.1793767318041097,0.33182810418825287,-2.996546120083284,-1.4268087566458956,-0.2275413224974877,0.5007712941202096,-2.9215287371327427,-2.0411077117744942,2.8416640383872043,-2.5452495496365364,-0.8429381928657882,2.872578600716775,0.4171359903674098,0.3249845745767454,A
-3.4705882827279226,3.2751308009041504,-0.9994556514161826,1.6524782169963075,5.674273702392746,0.1745005692104103,-1.6944358314583556,3.574109889049793,-0.3732799746126919,-0.309776943581082,-0.9833076381077314,0.48033669483541563,-3.8430637692956244,-2.984365447667384,-1.177400490672593,C
,0.4401342821080392,0.8576288374829042,3.6173198710813743,-6.572349065527181,0.08492916224267365,1.5526684444211052,-1.838189733412189,1.294853372133728,2.2242048454708607,1.357202549927807,-0.524814508895144,3.9770736087380407,0.158322244321361,0.12974820522680247,A
0.6915311480237052,-4.492003918593828,1.1276661821285812,-0.7827198203684571,-2.6357676115774553,-1.982116749044131,-0.29200667620471776,-3.3806530795847314,1.697242744323035,1.0175354848874167,-1.9217560487326542,0.9940444377179896,3.807605594724532,1.0847643614775733,-1.6637364669420118,A
0.07568028297469698,0.9900030030949539,0.170745180175557,2.483061717297489,-0.6302700078313904,-1.5176276465478438,0.31280951263873885,0.4123782210576883,0.3567665262643456,1.9979004654183994,-0.7721521608517999,0.5956557755778746,-0.27657664667065385,-0.385061280128417,-0.5254953029245336,C
2.523372018011053,-0.4505318675957575,1.6912558248430973,2.393683724088975,-6.6768829329116715,-0.937074280147968,-0.371179100017682,-2.7464858678425794,-0.1684232792607966,0.036710364124660666,1.2493487077663223,1.0417349079187792,0.7871582920128894,0.9529123319623443,-0.7792478244102747,B
-2.633269081959929,3.2490319136740595,0.7438942187483918,0.553387664898622,2.46517349208614,-1.3960050658404395,-0.2795464523939192,0.5369691873214932,2.0663612854994606,1.5450803764657166,0.36363323316153223,-0.9424164116166525,1.6308589309749957,-1.5698040004389144,-0.3590435830002776,C
-1.1734564278422124,-1.4590436015487995,0.19869006577192105,-3.4608880284742685,4.9317344868770085,0.17290622295445826,1.7582676811706,-0.11695295050331111,0.6759626279174729,0.9945056511333563,0.7248149763107393,-0.5385347123056182,0.061948498548971775,-2.6616057729066567,-0.8084661731053451,B
-0.6148652343408436,-4.04962050603728,-2.112644260391685,0.6897374432821545,5.40625202089443,-0.45471402622961576,-0.5168933409882364,1.8997128855061356,0.16897894213375508,6.2969832700653905,-1.0246357515048106,0.006262280260221867,0.3506349424107341,-2.627395195910684,0.8153563616035391,C
0.18121359113549906,0.043068886533277784,-0.06776601069203061,-1.636636369732664,-0.1280516409685928,1.8983403760461453,-1.2816234498490506,-0.6429759955503469,-3.329112373205263,1.9991858380296192,0.42181571076258223,-2.146055106718261,-1.1475543831855273,0.31513541755011776,-2.5210866501296927,A
-0.009454389740026103,-1.1027233421268519,-3.487017960646042,-3.4674843832942983,1.5511195052459372,0.31752842780349144,-1.607717533220674,2.0379155783446916,-4.672935979332048,-1.3731559434691603,-0.2961881996172628,-0.6618977161867982,0.2883164683371784,-0.5880854803640072,0.7852309804224555,A
1.8572727446162203,-2.74388351197714,0.9343077690854327,-2.090504305938492,-0.5659570489582384,0.0867186667559608,-0.03872363302623386,-1.8917838438565564,-0.8690036265719114,0.8826120420652054,-0.8153381098376422,1.5898768902429339,-1.0830441693660378,0.7260835815820745,-1.2349434286706997,A
1.456894046368101,-1.8331070930403135,-0.759047533011295,-2.1903281212321026,1.0439862921706733,-0.09972510304127943,0.8640127755004468,0.17815717487892258,-0.5272787207804988,0.7973032692377503,0.21915468154634335,-0.10285142408903888,0.08998559900042391,1.269272649354508,-0.8599400676694224,A
1.6089527840450444,-0.4529711913837364,0.4605509472909995,0.9817520049515669,-4.226666501343048,-0.7702883559564846,0.4544888475833129,-1.599493837632271,-0.344681035437857,0.864202236474938,-0.022051801256860123,-0.7697892002158454,2.00166286034146,0.9453848793177484,0.6615979632839485,A
-2.7609988460705797,3.1185000875297844,1.1005570330528949,-1.6581143739022242,-1.14996132180808,-1.147057175402172,-1.1864699217971546,-1.5199323021008626,-2.0095087583893347,-1.7436092079931145,-1.4985789972269905,1.6449142097286245,0.8868042142558341,-0.4480818695107198,1.6190315693901793,B
-2.127437484356907,3.34844451070446,-0.9328199378647769,1.8207441779133735,1.1384844414867608,1.0084702898396163,1.3644061735478676,2.024576584196008,-0.5990740248967301,-0.06763610965304889,1.3002464832257057,1.2081165131695988,-0.11255488396986135,-1.6579391075500556,-0.7824447136784316,C
-0.14277703423379062,0.8643233175497604,2.332776129164134,-0.05798003699564336,0.3287507387663733,0.5544267265077274,-0.07973342752853681,-1.786963367654311,-0.33923116588187974,2.519028992922891,-0.38418320295177927,0.7965837898100904,-1.9758410796965509,-1.8491462725710042,-0.5702944452615362,B
,-0.774418424530955,1.767769369155434,1.9311783459221048,-2.187158579788315,0.3584973808143647,0.06894205809604963,-1.7595064546135823,3.830371679597551,2.4090695748316437,0.03561434108602459,0.2819867517062984,2.378573151111597,2.8001988279174297,-1.7630545763714252,A
0.6726276404313247,-3.734975434407719,1.4334565270190969,-0.9264430098585773,-3.4171988662399473,-1.4862817309347771,-0.2619303648367475,-4.012611331683157,-1.1463431231012555,3.1207327275019834,0.8691172369833301,-0.4173380398793163,2.458287560704208,0.7885932237995535,0.16431279780054833,A
