f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,target
0.4767936872899734,0.5598801582247388,0.7904185786621925,1.9044335081747408,1.4550309338421918,-0.6053929239275391,-1.3860909812877518,0.4792477180769059,0.1486246760665427,1.1384155206557094,B
1.2751025910307685,0.26040742057334376,0.8554578642235968,1.0358252384175684,-1.26753600583025,-0.2731223524069119,1.0397256711445682,0.9937797913561625,-0.2970751766940165,1.0544316549732602,A
0.403831909244162,0.530064282442462,1.825629104611067,-1.2046932828281127,-0.5230929093274661,0.5054042734309971,0.9518374440211748,0.7784210923630706,-0.9871121934826259,0.19584524701068554,A
1.7118477931622196,1.4193823878354204,0.542467629467299,0.3382524875291783,1.2106590327407774,-0.18138540310928583,-1.013119904465705,-1.1685293955957712,2.5001451520301075,-0.49435433785671684,B
1.4333238667242576,0.23710000449275115,-0.05682641858252069,0.9332324483156341,-1.4735815634644456,-0.6303124792529813,0.17972494476993597,1.639895311381402,-0.5620566428693643,-1.008055477111948,A
-0.541207337949233,-0.7861350347535516,0.7928525678495889,0.7991788199053993,-0.755833158069783,0.4287906399387243,1.1162482243803633,1.284445906952588,-1.8228212632139429,-0.3411079025487173,A
,-0.7523301057219938,4.046657577828661,-0.3670704059816724,-0.14936798708880694,-0.7048221709979829,5.407474800870445,-2.3868634402200657,3.1937376293194455,2.484969953586654,B
,1.0389152358490272,0.7889858869586339,-0.14311573696377775,1.197086138813441,0.7870308368716137,-1.0791467753307071,-0.34347028407756697,0.7165297597473131,0.297394853531108,B
0.49985273797247665,1.3362328759372348,1.408611409459973,-0.11787406458159562,-0.5358604332874213,0.35600262922502623,-0.5124992936723807,1.5911879853836428,-1.7134562731504404,0.21799741066613734,A
1.3416945206331934,0.6925868905166475,0.43186297316261446,1.7467389375083464,0.6612747467238118,0.05178385119895345,0.501551255930756,-2.0685123128976173,2.9755804079924486,0.5767938239138171,B
1.3683553146629535,-0.6795553826388816,-1.0301166489952744,0.923970458584404,-2.386967643833258,-0.5022751745078862,1.5292620977397358,0.7682690922333926,0.3046416807283031,-0.4927552111940789,A
0.9450540398957605,0.21961245476901137,1.3109405691778053,-0.2828465461777933,-0.8484960086756655,1.2893968634300244,0.9364133898818239,1.1472133742028363,-0.705211081894601,0.9680064749406335,A
0.7810224173764163,1.1489116262814902,-0.059926507596385514,-1.4211531401456212,1.3713590819871615,-0.5171370804487624,-1.8280998293808086,-0.5384252381676171,1.331343708970483,-0.5253888696369459,B
2.182027104395381,-0.39659293366952664,2.1374774399989622,0.024407339533162126,-0.11484310773923734,0.21482650611660128,3.2160031963462368,-1.6579120998402133,3.0704247417680453,-0.561782494830015,B
0.20664679631877025,0.01044890474706106,1.0405024588423228,-0.5553080553860471,0.1415110532120346,0.15964776940790298,1.8987331175904623,-2.0702607034603018,1.7956296126482487,0.5714083877187804,B
1.3880720780845994,0.6308896510545113,1.254556960366274,-0.3775546564089599,-0.6108993910194652,0.2767229725883162,-0.29669117863781835,2.279093407350925,-1.290238099819279,-1.2975096399822306,A
-0.059794772291846376,0.48731302460952375,1.7357248041817963,0.5886526793824348,0.8617785096063038,-0.08392725487267538,0.7062590213432356,-0.950061847603377,0.5171660584394748,0.3332400365224288,B
-1.027875220426861,2.1557158482868717,-0.8716014369482499,1.410213804814408,2.445258561427203,-0.14507659570363216,-4.427234644000809,-0.45923581133509117,-0.18326987598466485,-0.3279419202673591,B
1.0315543056650678,1.002974635923951,0.8515344401359102,1.2526157196195573,1.0764351738948326,-1.1501720603143877,-1.4427050785393376,0.6476022441066158,0.285968307576481,0.346636196565839,B
-0.4252195972635322,0.5479799412995856,1.3948478046381065,0.8209668843684006,1.0684826429664631,-1.6376049174566718,0.34938594265666734,-1.2228348053682196,0.5329207840584563,0.1196002626671043,B
2.346809768563105,0.4400989924137505,3.3501190898759394,-0.2702767610101646,0.03514533401304809,-0.10611951556933184,3.2048508876683615,-1.4936921950218034,2.65033923528114,1.7046510059281352,B
3.3664469530586043,1.7544479883297726,0.445727428354852,-0.25593056166975336,-2.0821420245848454,1.3704096939838664,0.9209953581108384,0.01196432765172728,1.9878803216574308,1.4294578020440076,A
0.6823462623620608,0.9613333623191376,-0.27549528812302326,1.2024777476530082,-0.022175807324465335,0.3171469847104752,0.46684237896541597,-2.3899958418956793,2.5235553940349837,-0.045861259369021544,B
