f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,region,target
1.0470621856427118,3.4888738912396917,-10.319984318926283,3.179777908283369,2.9905376379963906,-0.47870794098148517,-0.4832921023122727,-0.8266215178471473,-1.7676753669719645,2.989939286649383,0.6004365776258422,-0.3162281733105228,-4.890153505593476,0.23923216690004204,4.706181131571754,-4.9132846230896385,2.8627388738324657,0.44721680155710203,West,B
-1.5146159051957837,-3.8352199992767955,2.2149287478535657,-1.5402934148852654,-4.647766934610529,0.7593928961586682,0.28916164773995223,0.8690839915052728,-0.8348723839191972,0.411121675338056,1.8053437398784882,-0.9363815185879087,1.0103974913274563,0.5924427142240971,-0.9037925359427034,1.0294995887852536,-2.0000761100712925,-1.5560235812004186,North,A
0.2911380980352713,1.0935381452775665,1.9068230408788864,-2.177382868801212,-0.09357113179276577,-0.3768943843324082,1.7775448834776502,0.19154795349893228,3.4026312103564753,2.0444277487115965,1.4717482197188148,1.226519196251551,0.5570326338541899,1.1256177773328855,0.9884713346565337,-1.2608748374785022,-1.1259152071315919,0.75778014437391,East,C
-1.4045744716631332,1.5703768029660767,-4.256388869071485,0.5732879727951163,-3.3159951189297634,-2.653175706892342,-0.36642668063308914,-0.9283864541069922,1.199417446477477,1.080004052789215,0.04842645721508445,-1.0938792286426124,4.130936182312087,0.9691286058239527,0.8278173227467951,4.595997164869815,0.6156971935255524,-0.7944211168521731,West,C
0.9103618158649048,-1.821167017633286,3.186210642629147,0.3848321995983973,-1.211472068609165,0.08488545188409047,-0.511422479978421,1.7306013575347177,-1.4272293423503646,0.4162426015531768,-0.9198122758702884,0.3625315219753062,-0.4124229477787521,1.1164621763598257,-3.2792008273881232,-0.042216948719759735,-2.3212613192271805,-0.6104119427524594,East,A
-2.072668950314001,0.8733183330853846,-0.2598734070515273,-1.1606209473961524,-1.0637720411538352,0.317464245522709,0.25022391412000633,-1.6443744412371393,-0.5571829915070163,0.08099174221292804,-1.2524495761836905,0.7932613397279638,-0.5831771332331785,2.0265754136112673,2.5067315793448564,-1.786584783712873,-2.3028552978946406,1.1237731083486033,West,C
1.6841073981213952,2.8171485043575766,-4.61715502708293,1.7048683138015686,1.2125013227346446,2.918272130908598,-0.24192822873528622,2.7345769092569716,-1.7888461334480255,-0.4311733553940259,-1.5886168582998463,-1.9999746105644927,0.14427853713087457,-0.8728805188430306,2.462976780873445,0.4591988506077815,0.5580213647711871,-0.7459907804214435,East,B
-0.5091172377433792,2.8451680173632825,-6.3250541131712685,3.516643837347812,2.1629219529445445,-2.5620797501518098,0.9883005443494923,0.2898248388748581,-2.1703659894455862,-1.407113235024369,-0.9159220902704069,-1.0183375448777339,-0.4960469973816388,-0.44991724620138485,2.751148949399678,-1.6163623872860593,0.8645555256705397,-0.31045214269982274,South,B
1.2459348857769266,0.3774040935368338,1.16333028429055,-2.6408561867615425,-0.9259320837858513,-0.817408721364766,1.5727461833028664,0.3055932836113409,-2.6836529773938174,-0.9381077310459576,0.6642589578404354,-1.0235987781597666,-1.8865472862228776,0.42087675793214857,1.1879102500937657,1.56036699774413,-0.9347795881446669,1.0319426969691123,North,C
-0.2911318887440301,-2.711438650030481,6.923029800596342,0.10154878985321825,-0.10335807057604851,1.9104292458010694,0.7209910724529655,-0.8596791369905953,4.966212084982364,-2.338902829825262,-0.8878095524334758,0.604132610574034,-1.1065364516336609,-0.3554202714871766,-4.4114946196744125,-4.789229470085709,-0.18287107658709556,0.38655322523571406,West,A
-1.2475334381420273,2.937546102540799,-3.4336725245770032,2.0921716458973667,0.19789727102436983,1.3561346910817367,2.322969042422301,-1.552048455889833,1.9633013478946812,1.542157078926209,3.418612179369151,1.0122258691366426,2.146521705542507,-0.13523763564072158,2.7390627736419964,-3.1921931976005284,-2.358623562463368,0.2893467109439805,South,C
-0.23410516282819913,-0.38130287996986856,0.0461300737743418,4.959918026674842,3.361132222662655,-0.4013348888057515,1.4021217484211665,0.3339168903933009,1.7358400602818103,-2.110802527854249,-0.8266605937792095,0.09356984702573579,-0.2277181521916507,-1.2057404300126175,-0.7813410804410245,-7.956247707355876,-1.2974540933788576,-1.125480038096064,North,A
1.0470345324467514,-0.7413554821184378,0.33942141691582123,0.24681935346110417,0.011299078751342506,1.6372447768219551,-1.1650537473516742,-1.083801995270218,0.3546383362502432,-2.7063478736641775,0.6104896040921954,-0.7264511903753581,1.1693338251360288,1.1837404861681007,-0.0091492852633972,1.096262152725627,1.4715178268404672,0.20299990290579878,West,B
-0.5503655277315042,-4.107375121820042,4.500008499895417,3.502621752134534,1.7184749325893502,1.611809439208119,-1.3437023847886878,-0.7056683357258804,4.326321822281159,-1.7467965888869759,0.8539928670935176,-0.7696557761698666,-1.3343095638877753,-0.8111073302488002,-0.10986957199996616,-14.814511603599593,-4.369669766615608,-0.7033564597370255,East,A
-0.09018899992451593,1.9186666538007635,-4.351791229049525,0.2237451201571663,-3.3680101616132867,-0.6704641078101434,0.4809546567332921,-0.8883379856704551,0.3856091812383663,1.0751334482613317,-0.13036310131461112,-0.32160757971258463,4.289648116954837,-0.9666911156806918,4.220622436846997,0.9828417594731867,-2.774688424205433,1.0204921999415826,North,C
1.2224116651663295,2.5039502382212375,-7.607885205454573,3.245808984640848,0.5103257916655077,0.5072722865771708,-0.7242492093576799,1.26586043763205,1.4584155266201324,3.6450628214668703,-1.5827072632722123,-0.09077809074226999,0.1085016926453568,-0.17105750835929298,3.056182282190524,-3.5695033916047945,0.5468349823962573,-0.25209634445833484,East,A
-0.021212974916712615,1.8518286124050318,1.0634819959388289,-2.0384432666018677,-2.0130363763835875,1.1046642896750214,0.7074285342229368,-0.4684239464871573,-0.7132852989488059,-1.11552337171329,-0.42707573857657083,-0.9930834528371539,3.0883976615345134,-0.01152900964193159,2.5691924391699104,2.324025785403571,-3.552092507305303,-0.34434735367047065,West,C
-0.02911188112936,0.39028801225690135,-1.003781241115436,-0.14786586050754758,1.918954448858446,-1.4149769473220255,-0.4012779810296377,0.024767239815069717,2.3363363860896196,0.08888321494253226,1.2414268502848713,0.05947317416953429,-2.3474559349150175,-1.7629776570260387,1.8265722738386594,-4.215445708594751,1.766958907225936,-0.334364735164754,West,B
