f0,f1,f2,f3,f4,f5,f6,f7,target
-0.47821407730491616,0.7226960095226193,-0.6977479592115565,-0.9142007753919376,0.499457085323167,-0.8623523730634445,-1.6446667136280018,-1.3910126723124259,A
-0.5655791465830828,-1.6073596570025797,-1.521296750676629,-1.3682394708654126,1.289284537224322,-0.8997878627841726,-0.4952892373237867,-1.2475986352008828,A
-2.8882857524701793,-0.9433830493699357,-1.080692134680687,-0.27104681077488235,2.206480443749511,-1.123901466865093,-0.4354807661186121,1.3806799133368128,A
-0.3650451598580391,0.4049140989591295,0.3340614282989415,-1.49714740940212,-0.3279149807136248,-0.042335658198237126,-0.47487419490816596,-1.2933620112104816,B
-2.350403194800683,-0.6582734432013181,3.409316907441431,1.478768766597096,-1.6147809600435157,-0.393757316473212,-1.5075798455720015,2.5136898731306814,B
-0.5062892120373899,-0.4177797974317798,1.1000905020287985,-1.79443867970805,-1.0454675498646415,0.9422381514973616,-1.58780066518782,-1.9409698617488214,B
-0.28638055517374683,-0.9343516085785111,-0.35878181313574875,-1.5304777602963124,0.24874252800570018,-0.6662387242582275,0.014591169133674198,-1.2036928855712412,B
-0.56312374720358,-0.808141854407269,-0.9586614562166963,-1.5400400980381557,0.7949465307269736,-0.7154716971314717,-0.6312797858834562,-1.4118273736739841,A
-2.0303293712909305,0.13829868978581025,1.3297059702403247,1.2991897674686927,0.07289973114589675,-0.33991450576921695,0.025720189757384215,2.6871343465236643,B
0.6207010603607868,-0.10910851765256904,-1.3136247851528395,-3.4846181312491806,0.3192331518447819,-0.488597581992664,-0.2076173095738022,-3.7748692537169233,B
-1.2528961207596496,-0.08360113859092103,-0.7879010607841173,1.4852935818013453,1.1906689496615168,-1.9244881610488498,-2.0724714845797507,1.0526768523032117,A
-1.4405803647482827,-1.2668944715238513,-0.5773052873583866,-1.4321144767962037,0.8849021675234695,0.04425938607032916,-0.9984482584541596,-0.8656593029868843,A
0.2701000873100907,0.5799089674719204,-0.8770995232644979,-1.738717195159402,0.19896605768597683,1.1996586758585681,-1.4798869877949101,-2.570169221697512,A
-0.8655970570170067,2.1908251598727517,-0.9747000527522197,-0.15715868006678335,1.0493421354706263,-1.3785293500432472,-1.2606801052694268,-0.2891337204459002,A
1.8534433171792664,0.3675223025093705,-0.9857120251894376,-1.136469284355792,-0.49486386765203044,-0.6162205534066079,-2.1715273830350252,-3.4619762147497513,A
-0.7791608039174667,0.24919854273565617,-1.20144974397101,-0.725500768715606,1.1498150421907263,0.4214734498759029,-1.0270012292485602,-0.7619511603480972,A
-0.4204958049144375,0.683418504623424,-0.6708936266721433,-2.5048166014201145,0.34449264853786393,-0.5941345767748866,-0.8986273144547322,-2.4740042913673497,A
-1.284424019220317,-0.7093787075578609,0.46887845120222416,0.1831131000154087,0.29111935912527187,1.876173413227712,0.1859707673987907,1.1753195271666081,B
,-0.9420659015623665,1.8229660088511246,-2.933676560183148,-2.0310543733010458,0.4540138017167675,-2.7364517401857706,-3.6365501769259767,B
-3.5787079122098704,0.4753660343472122,2.226481145753792,3.689758108299813,0.4329994597528397,-0.14634235365483608,0.3973211211488854,6.15098114740793,B
-1.9460357309057015,1.4812385485888035,-1.881280465726096,-0.5259620294488037,2.4524959544081137,-0.47857744462146706,0.32025788336600614,0.8101811931644566,A
-0.20217150990204857,-1.748381656140865,0.2469989856668392,-3.191901758071903,-0.6970894367010947,0.13309373513678405,-1.821933928666273,-3.6021108473858696,B
-1.0666422587211892,0.3712128680568303,2.2147876933145643,0.027203796272506908,-1.411142595494305,1.1532385785452397,-1.1925039489836011,0.3807828744779288,B
-0.43876953933362783,0.4615124050158089,1.0674544289524939,-2.2823847509936126,-1.1189275880721226,0.9034807085406811,-1.6585241714931342,-2.4614275870865834,B
-0.944830073536845,-0.6166050540454969,0.4746413071286526,-0.18379985734838156,0.05508386709823088,-0.37617660278168846,0.003767643914631691,0.5269791531634175,B
-1.6263359144884482,-0.24091124509361989,3.232100012073074,0.14127433641041032,-2.060553977176182,-1.5456501396999585,-2.1504992616012073,0.4879079391238695,B
0.03637875191109141,0.8537246722572774,0.06718645371742238,-2.471078056430094,-0.49215144734805577,0.23632590272777546,-1.0554940492353966,-2.754204791569479,A
-3.1154204380542314,-1.5247054499878059,3.0088103186442923,3.3199399384449864,-0.5440542714322298,-1.3535598561343933,-0.21472181670203838,5.282348297418301,B
,0.04611410620104406,-1.1969495494671778,-2.0696395193676134,1.121735704723794,-0.050852521241074776,-0.14229886732521668,-1.4704058862849039,A
-0.4282216926729483,-0.41445810177032616,1.0638881967801173,-2.498418832019425,-1.1824499645186095,-0.608586086006421,-1.9625578819700782,-2.814378987910427,B
-1.9609926825496369,-0.5626134828286562,-0.6726112501832224,-2.0385150934068412,1.2356640506830139,2.278248703181248,-0.20591813654799584,-0.6677362757712672,A
-2.9064087022595517,0.6546541629080077,2.4156284812402906,2.6214957776833407,-0.23803888454910557,0.18465277590460072,-0.12150663375016657,4.501437442766141,B
-0.09787153767901657,-0.510334983207748,1.1109910169416375,-3.000819481519749,-1.468697910157004,0.21174971808112725,-2.1867524389187496,-3.5942065828154317,B
-3.5055175797484255,0.906857695125735,-0.5104932042275011,-2.070933578181501,1.9172800464501412,-0.2154982023198693,0.3271502364047052,0.6329170750923582,A
,0.2917303772534079,1.1794063971167823,-0.4672706338358321,-0.5898649801883247,-0.18317826890522865,-0.6029429593134704,0.08724669539535207,B
-0.24557372231899366,-0.13678327496942902,-2.610226647103798,0.7370542048907001,2.2764310418925584,1.0898355364504335,-0.44052515604003695,0.32953714574358045,A
-1.3356329898518071,1.3669904326788433,0.18576339004093434,0.0008486735706378923,0.5352407857696732,0.23320596398520743,0.28267800716654445,1.0659232349360233,B
-0.47963862479075714,-0.7290791631026989,-0.6572745118489562,-1.9315854002054478,0.5081436763101083,1.0479129691305784,-0.23644802710267399,-1.5884390018529413,B
-3.3679036109763696,-1.2879473895179996,-0.5121216508506704,-1.1529491342131126,1.9329192623770155,-2.631431883419906,0.0780996025363796,1.234739065196304,A
-0.48005962611944275,1.497368970934125,1.3602480071472,-1.8129309867484564,-1.2734974896552047,-0.5045524370842177,-1.603397676736515,-1.955737378603644,B
