f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,region,target
-1.4097191277485206,0.6901206211794105,-1.6450972541397806,1.7425560717844832,-3.1836172786726102,-0.028681658637313222,-0.5238126045090208,0.46280645918185465,-1.6038669547973994,-0.3313996425847634,0.6844672059604391,-1.7989952359020023,-3.8271229146673162,-5.3007925548864865,0.042834014318494096,2.7768207589963563,-1.806364258050218,0.21733684768254632,1.3937155644181263,1.8871389599922743,2.611612850087621,5.050979285647927,West,A
-3.00685521714545,-1.704911810322772,-0.18113676299268214,-0.9920154632059958,-1.3816514772641555,-0.2862218478597265,-0.02187313754468159,-2.283035622295226,0.4034462900122984,-1.533242154990199,0.6395985184109165,0.49929020463762086,0.2755580664412067,0.24169709892749713,2.477733366353325,-0.07686696612307342,0.5810406333184444,2.8473738528450068,-0.43354717207539323,1.938942130635714,2.316735580777154,-1.6012945459254355,East,B
7.385810289292578,2.5122153960375675,0.40405114114530627,0.6270718110450988,10.323999333996003,-0.10119697162161273,1.6782365603832814,0.19559742870109828,-0.3580345427567648,2.7945204951132174,-0.9696953731823157,1.318786656327813,0.7341583709473524,2.0276603185534223,0.6541593065445868,1.0734877156881824,-2.384370959640383,-1.0936480333605114,0.9776866536233111,0.16098056037732192,0.24985523971111256,0.14562759534276348,West,B
4.706199272806874,-1.4908545599790788,-0.3901074838096812,0.8084062150396509,5.270821765879002,0.1474690355829153,0.46399912904985174,0.46785116932001547,0.39762409337237065,-3.0180025539731483,-4.8556213544811,1.2257591902145046,-6.267539691908477,3.0122235337164334,-0.9423602468893528,2.227174393947072,-0.4853674284591767,1.2378942012423588,1.116141012930935,0.9308848716851502,1.8078311925367596,2.4479685716753115,North,B
0.8884687038548045,-2.313551425197886,-1.8325822656977986,-1.7774946355402468,-0.9385597902400047,1.0299214770121665,-1.2172471224257115,-0.8493378480651751,1.3847103342804297,-4.531692729470564,-3.707622630382396,3.3921963427411077,-3.7790632302315146,3.743538097271061,0.29914638211768685,0.3800343954202766,-2.4784503822949153,-0.2997213946110118,-1.0286139207653675,-0.4482826864121744,-1.2786841224224355,2.6609683290421233,South,B
-2.377832208835161,2.4862782169537168,-0.3906286427666739,2.2751527835306655,-7.0143318806841055,1.2158839492580868,-0.01019412784890688,0.537995649068834,-0.6259807525302213,-0.06960220219969782,-1.30842912037749,-3.8084203198667836,2.4147254196754804,-1.8894692014665009,1.4597247460634182,-0.13718780931109698,0.7096908420609742,1.3224211821038407,2.178416208037873,-0.21919922077454188,-3.065605337866594,-0.6987231959291149,South,A
-1.9826296719371614,3.0805543132065063,0.3216893700802989,2.629842404371293,-2.2537354425618985,0.9837917519532065,-1.3066080266531346,1.1822403898584486,0.5622889179004108,-2.138460668518399,-2.102660987351409,-2.415084011991304,1.1936409824185121,-1.90613922957771,2.647648848982663,2.4769142565873543,0.35340372874235837,0.6320484771210559,0.02737247869320873,0.31097634501422283,0.4687220900468074,0.4793542833518981,South,A
-1.7446112925220931,-0.5263233802754874,0.8810793262529909,-2.290207075429267,-4.535514172771895,0.9852976686977338,-0.7436630983495965,0.417800337439622,-0.045508673370260426,1.7613546587651294,-1.9286854385049648,2.757992433906927,5.866220518778066,1.1724555995393586,0.47471938688731796,-0.39926478012595146,-2.4912585910791734,-0.09697999989447041,0.392117915554187,0.2816685698427734,-1.4666713810216172,-0.12877478930569997,South,B
0.39319027009657603,1.037779674965046,-0.17994065538414408,0.04488651449372316,-1.2173899241639197,0.4860175071658253,-0.14000309873147185,0.7465528516535793,-1.315644767820483,-0.05092302921107561,-2.741728104323295,0.3600618520283805,0.4557785893032165,-0.4010532224219905,0.5269722558090788,1.7995366603411989,-2.937124264875857,1.7182016314186765,1.4784876511486336,1.3772098071488719,1.8935799700286395,1.0364604858621846,West,B
0.09549033074046998,1.2136193929734498,2.790748342898729,-3.7750910684456844,0.3006505321351207,-2.1104364863810936,0.5950826926233389,-0.46205947077830695,1.3500939233452363,-0.012939450043181644,-0.7685928732343238,3.40564759554969,4.887950228072189,0.6994159061651926,1.4522875607019534,-0.749402860385028,0.6274787688669672,0.09810777494123614,0.2933728445692313,-1.297961656465402,-0.3788244630407731,-0.5839122412743111,South,B
